code,name,account_type,reconcile
31130199,ح / مدينة - تحت التسوية اخرى,asset_non_current,True
31130200,جاري المبالغ المدينة الإستثمارية,asset_non_current,False
31130201,ح/ المبالغ المستخدمة فى حدود السحب,asset_non_current,True
31130202,ح/ المبالغ المستخدمة فى حدود السحب - سنوات سابقة,asset_non_current,True
31130203,ح / مدينة طرف بنك الإستثمار القومي,asset_non_current,True
31130300,حسابات مدينة تحت التسوية,asset_non_current,False
31130302,ح/ مدينة تحت التسوية حسابات وصناديق خاصة,asset_non_current,True
31130303,ح/ مدينة - جارى التصفية,asset_non_current,True
40000000,لخصوم,liability_non_current,False
41000000,الالتزامات,liability_non_current,False
41100000,لالتزامات,liability_non_current,False
41110000,الحسابات الجارية الدائنة,liability_non_current,False
41110100,جارى دائنة تحت التسوية - استقطاعات من العاملين,liability_non_current,False
41110101,ح / دائنة - جزاءات,liability_non_current,True
41110102,ح / دائنة - أقساط (بنوك - شركات - ... الخ),liability_non_current,True
41110103,ح / دائنة - تبرعات,liability_non_current,True
41110104,ح / دائنة - اشتراكات (نقابات - روابط - صناديق - ...الخ),liability_non_current,True
41110105,ح / دائنة - نفقات,liability_non_current,True
41110199,ح / دائنة - استقطاعات متنوعة من العاملين,liability_non_current,True
41110200,جارى دائنة تحت التسوية - تأمين ومعاشات,liability_non_current,False
41110201,ح / دائنة - تأمين ومعاشات,liability_non_current,True
41110202,ح / دائنة - تأمين صحى,liability_non_current,True
41110203,ح / دائنة - تأمينات اجتماعية/أعمال مقاولات,liability_non_current,True
41110204,التأمين الصحى الشامل,liability_non_current,True
41110299,ح / دائنة تأمين ومعاشات - متنوعة,liability_non_current,True
41110300,جارى دائنة تحت التسوية - متنوعة,liability_non_current,False
41110301,ح / دائنة - ضريبة كسب عمل,liability_non_current,True
41110302,ح / دائنة - ضريبة أ.ت.ص ومهن حرة جارى,liability_non_current,True
41110303,ح / دائنة - ضريبة أ.ت.ص ومهن حرة استثمارى,liability_non_current,True
41110304,ح / دائنة - ضريبة دمغة جارى,liability_non_current,True
41110305,ح / دائنة - ضريبة دمغة استثمارى,liability_non_current,True
41110306,ح / دائنة - تنمية موارد - جارى / الوحدة الحسابية المركزية بوزارة المالية,liability_non_current,True
41110307,ح / دائنة - تنمية موارد استثمارى,liability_non_current,True
41110308,دائنة-ضريبة قيمة مضافة,liability_non_current,True
41110399,ح / دائنة - ضرائب متنوعة,liability_non_current,True
41110400,جارى دائنة تحت التسوية - تأمينات للغير,liability_non_current,False
41110401,ح / دائنة - تأمينات للغير - تأمين ابتدائى جارى,liability_non_current,True
41110402,ح / دائنة - تأمينات للغير - تأمين نهائى جارى,liability_non_current,True
41110403,ح / دائنة - تأمينات للغير - تأمين نهائى استثمارى,liability_non_current,True
41110404,ح / دائنة - تأمينات للغير - تأمين ضمان أعمال جارى,liability_non_current,True
41110405,ح / دائنة - تأمينات للغير - تأمين ضمان أعمال استثمارى,liability_non_current,True
41110499,ح / دائنة - تأمينات للغير - متنوعة أخرى,liability_non_current,True
41110500,جارى دائنة تحت التسوية - شيكات وحوالات وأوامر دفع,liability_non_current,False
41110501,ح / شيكات بنك مركزى - أجور وتعويضات العاملين,liability_non_current,True
41110502,ح / شيكات بنك مركزى - شراء السلع والخدمات,liability_non_current,True
41110503,ح / شيكات بنك مركزى - الفوائد,liability_non_current,True
41110504,ح / شيكات بنك مركزى - الدعم والمنح والمزايا الاجتماعية,liability_non_current,True
41110505,ح / شيكات بنك مركزى - المصروفات الأخرى,liability_non_current,True
41110506,ح / شيكات بنك مركزى - شراء الأصول غير المالية,liability_non_current,True
41110507,ح / شيكات بنك مركزى - حيازة الأصول المالية,liability_non_current,True
41110508,ح / شيكات بنك مركزى - سداد القروض,liability_non_current,True
41110509,ح / شيكات بنك مركزى - جارى,liability_non_current,True
41110510,ح / شيكات بنك مركزى - الضرائب,liability_non_current,True
41110511,ح / شيكات بنك مركزى - المنح,liability_non_current,True
41110512,ح / شيكات بنك مركزى - الإيرادات الأخرى,liability_non_current,True
41110513,ح / شيكات بنك مركزى - متحصلات الاقراض ومبيعات الأصول المالية,liability_non_current,True
41110514,ح / شيكات بنك مركزى - الاقتراض واصدار الأوراق المالية بخلاف الأسهم,liability_non_current,True
41110515,ح / شيكات بنك الاستثمار,liability_non_current,True
41110516,ح / حوالات بريدية,liability_non_current,True
41110517,ح / أوامر الدفع المرسلة,liability_non_current,True
41110600,جارى دائنة تحت التسوية - نقابات وروابط,liability_non_current,False
41110601,ح / دائنة - نقابة المهن الهندسية,liability_non_current,True
41110602,ح / دائنة - نقابة المهن التطبيقية,liability_non_current,True
41110603,ح / دائنة - نقابة مصممى الفنون,liability_non_current,True
41110699,ح / دائنة - نقابات وروابط أخرى,liability_non_current,True
41110700,جارى دائنة تحت التسوية - الوحدة الحسابية المركزية,liability_non_current,False
41110701,ح / دائنة الوحدة الحسابية المركزية لنظام حساب الخزانة الموحد,liability_non_current,True
41110800,جاري دائنة تحت التسوية - متنوعة,liability_non_current,False
41110801,ح/ دائنة - مرتجع مهايا,liability_non_current,True
41110802,ح/ دائنة - حجوزات,liability_non_current,True
41110803,ح/ دائنة - تعويضات,liability_non_current,True
41110804,ح/ دائنة تحت التسوية - طرف (جهات/أفراد),liability_non_current,True
41110805,ح/ دائنة - مباغ مضافة بالخطأ بنك مركزى,liability_non_current,True
41110806,ح/ دائنة - مبالغ مضافة بالخطأ بنك الاستثمار,liability_non_current,True
41110807,ح/ دائنة تحت التسوية - مبالغ مضافة بالخطأ طرف الوحدة الحسابية المركزية,liability_non_current,True
41110808,ح/ دائنة تحت التسوية - طرف وزارة المالية,liability_non_current,True
41110809,ح / دائنة - فائض مرحل,liability_non_current,True
41110810,ح / دائنة (منح / تبرعات),liability_non_current,True
41110811,ح / دائنة تحت التسوية - حسابات وصناديق خاصة,liability_non_current,True
41110812,ح / دائنة تحت التسوية - جاري التصفية,liability_non_current,True
41110813,ح / دائنة - محصل بمعرفة جهات,liability_non_current,True
41110814,ح / دائنة جهات إستثماري,liability_non_current,True
41110815,ح / دائنة تحت التسوية مقابل إعادة الشئ لأصلة,liability_non_current,True
41110816,غرامات التصالح فى مخلفات البناء وتقنين أوضاعها(جدية تصالح),liability_non_current,True
41110817,إشغالات طرح النهر,liability_non_current,True
41110818,المبالغ الزائدة عن الحد الأقصى للاجور,liability_non_current,True
41110819,صندوق تكريم شهداء وضحايا ومفقودى ومصابى العمليات الحربية والارهابية والأمنية واسرهم /ضريبة الطابع,liability_non_current,True
41110820,صندوق تكريم شهداء وضحايا ومفقودى ومصابى العمليات الحربية والارهابية والأمنية واسرهم /المشاركة المجتمعية,liability_non_current,True
41110821,غرامات التصالح في مخلفات البناء وتقنين أوضاعها (نهائي على دفعة واحدة),liability_non_current,True
41110822,غرامات التصالح في مخلفات البناء وتقنين أوضاعها (أقساط),liability_non_current,True
41110823,مستحقات صندوق الإسكان الاجتماعي لدى الجهات,liability_non_current,True
41110824,متحصلات الكترونية عن أذون تسوية,liability_non_current,True
41110825,متحصلات الكترونية اخرى,liability_non_current,True
41110826,حسابات مركزية,liability_non_current,True
41110827,دائنة-قروض,liability_non_current,True
41110828,دائنة-ارباب عهد,liability_non_current,True
41110829,دائنة-مبادرات وبرامج,liability_non_current,True
41110830,دائنة-جهات حكومية,liability_non_current,True
41110831,دائنة-جهات غير حكومية,liability_non_current,True
41110832,دائنة-افراد,liability_non_current,True
41110833,دائنة-علاج علي نفقة الدولة,liability_non_current,True
41110834,دائنة-مقابل حق الانتفاع بالمساكن الحكومية,liability_non_current,True
41110835,دائنة-معاشات منتدبين,liability_non_current,True
41110899,ح/ دائنة - متنوعة أخرى,liability_non_current,True
41110900,اوامر الدفع المرسلة -  الوحدة الحسابية المركزية لوزارة المالية,liability_non_current,False
41110901,اوامر الدفع المرسلة - الاجور وتعويضات العاملين,liability_non_current,True
41110902,اوامر الدفع المرسلة - شراء السلع و الخدمات,liability_non_current,True
41110903,اوامر الدفع المرسلة - الفوائد,liability_non_current,True
41110904,اوامر الدفع المرسلة - الدعم والمنح والمزايا الاجتماعية,liability_non_current,True
41110905,اوامر الدفع المرسلة - المصروفات الاخرى,liability_non_current,True
41110906,"""اومر الدفع المرسلة - شراء الاصول غير المالية ""الاستثمارات",liability_non_current,True
41110907,اوامر الدفع المرسلة - حيازة الاصول المالية المحلية و الاجنبية,liability_non_current,True
41110908,اوامر الدفع المرسلة - سداد القروض المحلية والاجنبية,liability_non_current,True
41110909,اوامر الدفع المرسلة - الضرائب,liability_non_current,True
41110910,اوامر الدفع المرسلة - المنح,liability_non_current,True
41110911,اوامر الدفع المرسلة - الايرادات الاخرى,liability_non_current,True
41110912,اوامر الدفع المرسلة - المتحصلات من الاقراض ومبيعات الاصول المالية,liability_non_current,True
41110913,اوامر الدفع المرسلة - الاقتراض و اصدار الاوراق المالية,liability_non_current,True
41110914,اوامر الدفع المرسلة - المدينون,liability_non_current,True
41110915,اوامر الدفع المرسلة - الدائنون,liability_non_current,True
41110916,اومر الدفع المرسلة - شراء الأصول غيرالمالية (حسابات خاصة / ذاتي ),liability_non_current,True
51000101,urplus_Deficit,equity_unaffected,False
52000101,eserve for Encumbrances,equity,False
52000201,iscellanous Clearing Account,equity,False
90000000,الحسابات النظامية,liability_non_current,False
91000000,الحسابات النظامية المدينة,asset_non_current,False
91100000,الحسابات النظامية المدينة,asset_non_current,False
91110000,المستخدم من القروض,asset_non_current,False
91110100,المستخدم من القروض المحلية (محلى),asset_non_current,False
91110101,ح/ سندات البنك المركزى,asset_non_current,True
91110102,ح/ سندات الخزانة المصرية,asset_non_current,True
91110103,ح/ سندات صادرة مقابل عجز هيئة السلع التموينية,asset_non_current,True
91110104,ح/ السندات الصادرة لزيادة رؤوس أموال البنوك,asset_non_current,True
91110105,ح/ صكوك صندوقى التأمين الإجتماعى العجز الأكتوارى,asset_non_current,True
91110106,ح/ صكوك صندوقى التأمين الإجتماعى,asset_non_current,True
91110107,ح/ قروض متنوعة,asset_non_current,True
91110200,المستخدم من القروض الخارجية (خارجى),asset_non_current,False
91110201,ح/ القروض الأمريكية,asset_non_current,True
91110202,ح/ قروض هيئة التنمية الدولية,asset_non_current,True
91110203,ح/ قروض البنك الدولى للإنشاء والتعمير,asset_non_current,True
91110204,ح/ قروض بنك التنمية الافريقى,asset_non_current,True
91110205,ح/ قروض البنك الاسلامى للتنمية,asset_non_current,True
91110206,ح/ صندوق العربى للإنماء الاقتصادى والاجتماعى,asset_non_current,True
91110207,ح/ قروض الصندوق السعودى,asset_non_current,True
91110208,ح/ قروض صندوق أبو ظبى,asset_non_current,True
91110209,ح/ قروض الصندوق الكويتى,asset_non_current,True
91110210,ح/ قروض صندوق التنمية الافريقى,asset_non_current,True
91110211,ح/ قروض الصندوق الدولى للتنمية الزراعية,asset_non_current,True
91110212,ح/ صندوق الاوبك للتنمية الدولية,asset_non_current,True
91110213,ح/ القروض الهولندية,asset_non_current,True
91110214,ح/ القروض البلجيكية,asset_non_current,True
91110215,ح/ القروض السويسرية,asset_non_current,True
91110216,ح/ القروض الايطالية,asset_non_current,True
91110217,ح/ القروض اليابانية,asset_non_current,True
91110218,ح/ القروض الفرنسية,asset_non_current,True
91110219,ح/ القروض الصينية,asset_non_current,True
91110220,ح/ القروض الاسبانية,asset_non_current,True
91110221,ح/ القروض الالمانية,asset_non_current,True
91110222,ح/ السندات الدولارية,asset_non_current,True
91110223,ح/ نادى باريس - قروض يابانية,asset_non_current,True
91110224,ح/ نادى باريس - قروض فرنسية,asset_non_current,True
91110225,ح/ نادى باريس - قروض المانية,asset_non_current,True
91110226,ح/ نادى باريس - قروض هولندية,asset_non_current,True
91110227,ح/ نادى باريس - قروض ايطالية,asset_non_current,True
91110228,ح/ نادى باريس - قروض بلجيكية,asset_non_current,True
91110229,ح/ نادى باريس - قروض انجليزية,asset_non_current,True
91110230,ح/ نادى باريس - قروض دنماركية,asset_non_current,True
91110231,ح/ نادى باريس - قروض أسبانية,asset_non_current,True
91110232,ح/ نادى باريس - قروض السويدية,asset_non_current,True
91110233,ح/ نادى باريس - قروض نرويجية,asset_non_current,True
91110234,ح/ نادى باريس - قروض سويسرا,asset_non_current,True
91110235,ح/ نادى باريس - قروض النمسا,asset_non_current,True
91110236,ح/ نادى باريس - قروض أمريكا,asset_non_current,True
91110237,ح/ نادى باريس - قروض كندا,asset_non_current,True
91110238,ح/ نادى باريس - قروض استراليا,asset_non_current,True
91120000,الاستثمارات,asset_non_current,False
91120100,حصص الحكومة فى رؤوس أموال,asset_non_current,False
91120101,ح/ هيئات دولية,asset_non_current,True
91120102,ح/ هيئات أقتصادية,asset_non_current,True
91120103,ح/ شركات قطاع عام,asset_non_current,True
91120104,ح/ شركات قابضة,asset_non_current,True
91120105,ح/ شركات مشتركة,asset_non_current,True
91120106,ح/ شركات أخرى,asset_non_current,True
91120107,ح/ المسحوب من المساهمات للهيئات الاقتصادية,asset_non_current,True
91120200,الاوراق المالية,asset_non_current,False
91120201,ح/ الأوراق المالية المملوكة لوزارة المالية,asset_non_current,True
91120202,ح/الاستثمارات-الاوراق المالية-أذون الخزانة,asset_non_current,True
91120203,ح/الاستثمارات-الاوراق المالية-سندات الخزانة,asset_non_current,True
91120300,السندات الاذنية,asset_non_current,False
91120301,ح/ السندات الاذنية الصادرة على الجهات المستفيدة من القروض,asset_non_current,True
91130000,حسابات نظامية مدينة متنوعة,asset_non_current,False
91130100,الأصول غير المالية,asset_non_current,False
91130101,ح/ مباني سكنية,asset_non_current,True
91130102,ح/ مبانى غير سكنية,asset_non_current,True
91130103,ح/ تشييدات,asset_non_current,True
91130104,ح/ وسائل نقل,asset_non_current,True
91130105,ح/ وسائل إنتقال,asset_non_current,True
91130106,ح/ آلات ومعدات,asset_non_current,True
91130107,ح/ عدد و أدوات,asset_non_current,True
91130108,ح/ تجهيزات,asset_non_current,True
91130109,ح/ ثروة حيوانية و مائية(أصول زراعية),asset_non_current,True
91130110,ح / الأصول - أرضي,asset_non_current,True
91130111,ح / الأصول - مشروعات تحت التنفيذ,asset_non_current,True
91130112,ح / الأصول - أخرى,asset_non_current,True
91130200,الديون المستحقة للحكومة,asset_non_current,False
91130201,ح/ الديون المستحقة للحكومة (متأخرات),asset_non_current,True
91130202,ح/ الديون المستحقة (اختلاسات),asset_non_current,True
91130203,المبالغ الزائدة عن الحد الأقصى للاجور,asset_non_current,True
91130204,الديون المستحقة للحكومة - خطابات التزام,asset_non_current,True
91130205,لديون المستحقة -غرامات التصالح في مخالفات البناء وتقنين أوضاعها (أقساط),asset_non_current,True
91130206,ح/ الديون المستحقة للحكومة-الغير ممكن تحصيلها,asset_non_current,True
91130300,حسابات نظامية مدينة جارية,asset_non_current,False
91130301,ح/ المبالغ المدفوعة مقدماً عن استخدامات جارية,asset_non_current,True
91130302,ح/ المبالغ المدفوعة مقدماً عن بونات وقود وقوى محركة,asset_non_current,True
91130303,ح/ المبالغ المدفوعة عن سلفة مؤقتة,asset_non_current,True
91130304,ح/ مبالغ مدفوعة مقدما على ذمة بدل سفر,asset_non_current,True
91130305,ح/ مبالغ مدفوعة مقدماً على ذمة أمانة - جارى,asset_non_current,True
91130306,ح/ المبالغ المفتوح عنها اعتمادات نقدية بالخارج - جارى,asset_non_current,True
91130307,ح / المبالغ المدفوعة على ذمة بونات وقود وقوى محركة عهدة السيد/ .............,asset_non_current,True
91130308,المبالغ المستحقة عن استخدامات للغير,asset_non_current,True
91130400,حسابات نظامية مدينة استثمارية,asset_non_current,False
91130401,ح/ المبالغ المدفوعة مقدماً عن استخدامات استثمارية,asset_non_current,True
91130402,ح/ مبالغ مدفوعة مقدماً على ذمة أمانة - استثمارى,asset_non_current,True
91130403,ح/ المبالغ المفتوح عنها اعتمادات نقدية بالخارج - استثمارى,asset_non_current,True
91130404,ح/ الاعمال أو التوريدات الخاصة بالباب السادس ولم تسدد,asset_non_current,True
91130500,الكفالات عن تأمينات بموجب خطاب ضمان,asset_non_current,False
91130501,ح/ كفالات عن تأمينات للغير نهائية,asset_non_current,True
91130502,ح/ كفالات عن تأمينات (مؤقتة),asset_non_current,True
91130503,ح/ كفالات دفعات مقدمة,asset_non_current,True
91130504,لكفالات عن خطابات التزام - تامين نهائي,asset_non_current,True
91130505,لكفالات عن خطابات التزام - تامين مؤقت,asset_non_current,True
91130600,حسابات نظامية مدينة متنوعة أخرى,asset_non_current,False
91130601,ح/ المودع من شركات القطاع العام (5% سندات حكومية),asset_non_current,True
91130602,ح/ مشروع رأس المال,asset_non_current,True
91130603,ح/ مشروع معامل دراسية,asset_non_current,True
91130604,ح/ حسابات نظامية مدينة اخرى,asset_non_current,True
91130605,ح/القروض المأخوذة بمعرفة الشركات,asset_non_current,True
92000000,الحسابات النظامية الدائنة,liability_non_current,False
92100000,الحسابات النظامية الدائنة,liability_non_current,False
92110000,القروض,liability_non_current,False
92110100,القروض المحلية (محلى),liability_non_current,False
92110101,ح/ تسوية مطلوبات الحكومة متأخرات,liability_non_current,True
92110102,ح/ قروض الخزانة المصرية,liability_non_current,True
92110103,ح/ قروض عجز السلع التموينية,liability_non_current,True
92110104,ح/ قروض زيادة رؤوس أموال البنوك,liability_non_current,True
92110105,ح/ صكوك صندوقى التأمين العجز الأكتوارى,liability_non_current,True
92110106,ح/ صكوك صندوقى التأمين عجز الموازنة,liability_non_current,True
92110107,ح/ قروض متنوعة,liability_non_current,True
92110200,القروض الخارجية (خارجى),liability_non_current,False
92110201,ح/ القروض الأمريكية,liability_non_current,True
92110202,ح/ قروض هيئة التنمية الدولية,liability_non_current,True
92110203,ح/ قروض البنك الدولى للإنشاء والتعمير,liability_non_current,True
92110204,ح/ قروض بنك التنمية الافريقى,liability_non_current,True
92110205,ح/ قروض البنك الاسلامى للتنمية,liability_non_current,True
92110206,ح/ صندوق العربى للإنماء الاقتصادى والاجتماعى,liability_non_current,True
92110207,ح/ قروض الصندوق السعودى,liability_non_current,True
92110208,ح/ قروض صندوق أبو ظبى,liability_non_current,True
92110209,ح/ قروض الصندوق الكويتى,liability_non_current,True
92110210,ح/ قروض صندوق التنمية الافريقى,liability_non_current,True
92110211,ح/ قروض الصندوق الدولى للتنمية الزراعية,liability_non_current,True
92110212,ح/ صندوق الاوبك للتنمية الدولية,liability_non_current,True
92110213,ح/ القروض الهولندية,liability_non_current,True
92110214,ح/ القروض البلجيكية,liability_non_current,True
92110215,ح/ القروض السويسرية,liability_non_current,True
92110216,ح/ القروض الايطالية,liability_non_current,True
92110217,ح/ القروض اليابانية,liability_non_current,True
92110218,ح/ القروض الفرنسية,liability_non_current,True
92110219,ح/ القروض الصينية,liability_non_current,True
92110220,ح/ القروض الاسبانية,liability_non_current,True
92110221,ح/ القروض الالمانية,liability_non_current,True
92110222,ح/ السندات الدولارية,liability_non_current,True
92110223,ح/ نادى باريس - قروض يابانية,liability_non_current,True
92110224,ح/ نادى باريس - قروض فرنسية,liability_non_current,True
92110225,ح/ نادى باريس - قروض المانية,liability_non_current,True
92110226,ح/ نادى باريس - قروض هولندية,liability_non_current,True
92110227,ح/ نادى باريس - قروض ايطالية,liability_non_current,True
92110228,ح/ نادى باريس - قروض بلجيكية,liability_non_current,True
92110229,ح/ نادى باريس - قروض انجليزية,liability_non_current,True
92110230,ح/ نادى باريس - قروض دنماركية,liability_non_current,True
92110231,ح/ نادى باريس - قروض أسبانية,liability_non_current,True
92110232,ح/ نادى باريس - قروض السويدية,liability_non_current,True
92110233,ح/ نادى باريس - قروض نرويجية,liability_non_current,True
92110234,ح/ نادى باريس - قروض سويسرا,liability_non_current,True
92110235,ح/ نادى باريس - قروض النمسا,liability_non_current,True
92110236,ح/ نادى باريس - قروض أمريكا,liability_non_current,True
92110237,ح/ نادى باريس - قروض كندا,liability_non_current,True
92110238,ح/ نادى باريس - قروض استراليا,liability_non_current,True
92120000,رؤوس الأموال,liability_non_current,False
92120100,نصيب الحكومة فى رؤوس أموال,liability_non_current,False
92120101,ح/ هيئات دولية,liability_non_current,True
92120102,ح/ هيئات أقتصادية,liability_non_current,True
92120103,ح/ شركات قطاع عام,liability_non_current,True
92120104,ح/ شركات قابضة,liability_non_current,True
92120105,ح/ شركات مشتركة,liability_non_current,True
92120106,ح/ شركات أخرى,liability_non_current,True
92120107,ح/ المساهمات المتاحة لتمويل الهيئات الاقتصادية,liability_non_current,True
92120200,المستثمر فى الأوراق المالية,liability_non_current,False
92120201,ح/ المستثمر فى الأوراق المالية (وزارة المالية),liability_non_current,True
92120202,ح/رؤوس الاموال-المستثمر فى الاوراق المالية-أذون الخزانة,liability_non_current,True
92120203,ح/رؤوس الاموال-المستثمر فى الاوراق المالية-سندات الخزانة,liability_non_current,True
92120300,السندات الاذنية,liability_non_current,False
92120301,ح/ القروض المتاحة الصادربها سندات اذنية على الجهات المستفيدة من القروض,liability_non_current,True
92130000,حسابات نظامية دائنة متنوعة,liability_non_current,False
92130100,المال العام المستثمر فى أصول غير مالية,liability_non_current,False
92130101,ح/ المال العام المستثمر فى أصول  (مباني سكنية,liability_non_current,True
92130102,ح/ المال العام المستثمر فى أصول  (مبانى غير سكنية,liability_non_current,True
92130103,ح/ المال العام المستثمر فى أصول  (تشييدات,liability_non_current,True
92130104,ح/ المال العام المستثمر فى أصول  (وسائل نقل,liability_non_current,True
92130105,ح/ المال العام المستثمر فى أصول (وسائل إنتقال,liability_non_current,True
92130106,ح/ المال العام المستثمر فى أصول  (آلات ومعدات,liability_non_current,True
92130107,ح/ المال العام المستثمر فى أصول   (عدد و أدوات,liability_non_current,True
92130108,ح/ المال العام المستثمر فى أصول  (تجهيزات,liability_non_current,True
92130109,ح/ المال العام المستثمر فى أصول  ثروة حيوانية و مائية (أصول زراعية),liability_non_current,True
92130110,ح / المال العام المستثمر في الأصول - أراضي,liability_non_current,True
92130111,ح / المال العام المستثمر في الأصول - مشروعات تحت التنفيذ,liability_non_current,True
92130112,ح / المال العام المستثمر في الأصول - أصول أخرى,liability_non_current,True
92130200,تسوية مطلوبات ومتأخرات الحكومة,liability_non_current,False
92130201,ح/ تسوية مطلوبات الحكومة متأخرات,liability_non_current,True
92130202,ح/ تسوية مطلوبات الحكومة عن اختلاسات,liability_non_current,True
92130203,المبالغ الزائدة عن الحد الأقصى للاجور,liability_non_current,True
92130204,تسوية مطلوبات الحكومة -خطابات التزام,liability_non_current,True
92130205,تسوية مطلوبات - غرامات التصالح في مخالفات البناء وتقنين أوضاعها(أقساط),liability_non_current,True
92130206,ح/تسوية مطلوبات -الغير ممكن تحصيلها,liability_non_current,True
92130300,حسابات نظامية دائنة جارية,liability_non_current,False
92130301,ح/ الأستخدامات المدفوع عنها مبالغ مقدماً ( جارية ),liability_non_current,True
92130302,ح/ الأستخدامات المدفوع عنها مبالغ مقدماً بونات وقود وقوى محركة,liability_non_current,True
92130303,ح/ الاعمال والمشتريات المنصرف عنها سلف مؤقته,liability_non_current,True
92130304,ح/ الاعمال المدفوع عنها مبالغ على ذمة بدل سفر,liability_non_current,True
92130305,ح/ الاستخدامات المدفوع عنها مبالغ أمانة أمانة جارى,liability_non_current,True
92130306,ح/ الاعمال المفتوح عنها اعتمادات نقدية بالخارج - جارى,liability_non_current,True
92130307,ح / الأعمال المدفوعة عنها مبالغ على ذمة بونات وقود وقوى محركة عهدة السيد/ .............,liability_non_current,True
92130308,الاستخدامات المدفوع عنها مبالغ مستحقة للغير,liability_non_current,True
92130400,حسابات نظامية دائنة استثمارية,liability_non_current,False
92130401,ح/ الأستخدامات المدفوع عنها مبالغ مقدماً (استثمارية),liability_non_current,True
92130402,ح/ الاعمال المدفوع عنها مبالغ أمانة - أستثمارى,liability_non_current,True
92130403,ح/ استخدامات الاستثمارية المفتوحة عنها اعتمادات نقدية بالخارج,liability_non_current,True
92130404,ح/ المبالغ المستحقة عن الاعمال والتوريدات بالباب السادس و لم تسدد,liability_non_current,True
92130500,تأمينات  عن كفالات بموجب خطاب ضمان,liability_non_current,False
92130501,ح/ تأمينات عن كفالات نهائية,liability_non_current,True
92130502,ح/ تأمينات عن كفالات مؤقتة,liability_non_current,True
92130503,ح/ تأمينات عن كفالات دفعات مقدمة,liability_non_current,True
92130504,تأمينات الغير -نهائية مقابل خطاب التزام,liability_non_current,True
92130505,تأمينات الغير -مؤقتة مقابل خطاب التزام,liability_non_current,True
92130600,حسابات نظامية دائنة متنوعة أخرى,liability_non_current,False
92130601,ح/ المأخوذ من شركات القطاع العام (5% سندات حكومية),liability_non_current,True
92130602,ح/ أرباح مشروع رأس المال,liability_non_current,True
92130603,ح/ ارباح تشغيل مشروع معامل دراسية,liability_non_current,True
92130604,ح/ حسابات نظامية دائنة أخرى,liability_non_current,True
92130605,ح/ القروض الممنوحة للشركات,liability_non_current,True
