code,name,level,parent_code,account_type,full_path
21320000,فوائد محلية ( المقيمين ),4,21300000,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين )
21320100,بخلاف وحدات الحكومة العامة,5,21320000,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة
21320101,فوائد سندات البنك المركزى,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد سندات البنك المركزى
21320102,فوائد سندات السلع التموينية,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد سندات السلع التموينية
21320103,فوائد سندات الزيادة فى رؤوس أموال البنوك,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد سندات الزيادة فى رؤوس أموال البنوك
21320104,فوائد السندات الدولارية بالعجز فى مركز العملات الأجنبية,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد السندات الدولارية بالعجز فى مركز العملات الأجنبية
21320105,فوائد الأذون على الخزانة العامة,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد الأذون على الخزانة العامة
21320106,فوائد سندات الخزانة المصرية,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد سندات الخزانة المصرية
21320107,فوائد التغطية المؤقتة للرصيد المدين,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد التغطية المؤقتة للرصيد المدين
21320108,فوائد السندات المحلية,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد السندات المحلية
21320109,فوائد سندات العجز الاكتوارى لصندوقى التأمينات,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد سندات العجز الاكتوارى لصندوقى التأمينات
21320110,فوائد ال5% سندات حكومية,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد ال5% سندات حكومية
21320111,فوائد السندات المتوقع اصدارها لصالح صندوقى التأمين,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد السندات المتوقع اصدارها لصالح صندوقى التأمين
21320112,فوائد ارصدة الأموال المساندة,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / فوائد ارصدة الأموال المساندة
21320113,أخرى,6,21320100,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / بخلاف وحدات الحكومة العامة / أخرى
21320200,لوحدات الحكومة العامة,5,21320000,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / لوحدات الحكومة العامة
21320201,فوائد قروض تمويل الاستثمارات,6,21320200,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / لوحدات الحكومة العامة / فوائد قروض تمويل الاستثمارات
21320202,للخزانة العامة ( تشمل فوائد القروض الخارجية والمعاد اقراضها من الخزانة ),6,21320200,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / لوحدات الحكومة العامة / للخزانة العامة ( تشمل فوائد القروض الخارجية والمعاد اقراضها من الخزانة )
21320203,لجهات اخرى (شاملة المحليات),6,21320200,expense,لإستخدامات / المصروفات / الفوائد / فوائد محلية ( المقيمين ) / لوحدات الحكومة العامة / لجهات اخرى (شاملة المحليات)
21330000,الفوائد الإجمالية والاحتياطيات العامة,4,21300000,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة
21330100,الفوائد الإجمالية,5,21330000,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / الفوائد الإجمالية
21330101,فوائد إجمالية مدرجة بموازنات الجهات,6,21330100,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / الفوائد الإجمالية / فوائد إجمالية مدرجة بموازنات الجهات
21330102,اعتمادات فوائد للحسابات والصناديق الخاصة,6,21330100,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / الفوائد الإجمالية / اعتمادات فوائد للحسابات والصناديق الخاصة
21330200,المتطلبات الإضافية للفوائد,5,21330000,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للفوائد
21330201,احتياطيات عامة للفوائد,6,21330200,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للفوائد / احتياطيات عامة للفوائد
21330202,المتطلبات الإضافية الأخرى للفوائد,6,21330200,expense,لإستخدامات / المصروفات / الفوائد / الفوائد الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للفوائد / المتطلبات الإضافية الأخرى للفوائد
21340000,الفوائد المستبعدة,4,21300000,expense,لإستخدامات / المصروفات / الفوائد / الفوائد المستبعدة
21340100,فوائد مستبعدة بالتحصيل من شراء الأصول غير المالية,5,21340000,expense,لإستخدامات / المصروفات / الفوائد / الفوائد المستبعدة / فوائد مستبعدة بالتحصيل من شراء الأصول غير المالية
21340101,فوائد مستبعدة من مصادر أخرى,6,21340100,expense,لإستخدامات / المصروفات / الفوائد / الفوائد المستبعدة / فوائد مستبعدة بالتحصيل من شراء الأصول غير المالية / فوائد مستبعدة من مصادر أخرى
21400000,الدعم والمنح والمزايا الاجتماعية,3,21000000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية
21410000,الدعم,4,21400000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم
21410100,لمؤسسات غير مالية,5,21410000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية
21410101,دعم السلع التموينية,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم السلع التموينية
21410102,دعم المواد البترولية,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم المواد البترولية
21410103,دعم تنشيط الصادرات,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم تنشيط الصادرات
21410104,دعم المزارعين,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم المزارعين
21410105,دعم الكهرباء,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم الكهرباء
21410106,دعم نقل الركاب,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم نقل الركاب
21410107,التأمين الصحى والأدوية,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / التأمين الصحى والأدوية
21410108,دعم الأنشطة الصناعية والزراعية,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم الأنشطة الصناعية والزراعية
21410109,دعم تنمية الصعيد,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم تنمية الصعيد
21410110,اخرى,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / اخرى
21410111,دعم الأراضى الصناعية,6,21410100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات غير مالية / دعم الأراضى الصناعية
21410200,لمؤسسات مالية,5,21410000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات مالية
21410201,دعم فائدة القروض الميسرة,6,21410200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات مالية / دعم فائدة القروض الميسرة
21410202,دعم إسكان محدودى الدخل,6,21410200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات مالية / دعم إسكان محدودى الدخل
21410203,أخــــــــرى,6,21410200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم / لمؤسسات مالية / أخــــــــرى
21420000,المنح,4,21400000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح
21420100,المنح للحكومات الأجنبية,5,21420000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / المنح للحكومات الأجنبية
21420101,جارى,6,21420100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / المنح للحكومات الأجنبية / جارى
21420102,رأسمالى,6,21420100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / المنح للحكومات الأجنبية / رأسمالى
21420200,منح للمنظمات الدولية,5,21420000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح للمنظمات الدولية
21420201,جارى,6,21420200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح للمنظمات الدولية / جارى
21420202,رأسمالى,6,21420200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح للمنظمات الدولية / رأسمالى
21420300,منح لجهات الحكومة العامة,5,21420000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح لجهات الحكومة العامة
21420301,جارى,6,21420300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح لجهات الحكومة العامة / جارى
21420302,رأسمالى,6,21420300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / المنح / منح لجهات الحكومة العامة / رأسمالى
21430000,مزايا اجتماعية,4,21400000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية
21430100,مزايا للأمان الإجتماعى,5,21430000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا للأمان الإجتماعى
21430101,معاش الضمان الاجتماعى,6,21430100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا للأمان الإجتماعى / معاش الضمان الاجتماعى
21430102,معاش الطفل,6,21430100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا للأمان الإجتماعى / معاش الطفل
21430103,مزايا للأمان الاجتماعى عينية,6,21430100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا للأمان الإجتماعى / مزايا للأمان الاجتماعى عينية
21430104,أخرى,6,21430100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا للأمان الإجتماعى / أخرى
21430200,مساعدات إجتماعية,5,21430000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مساعدات إجتماعية
21430201,مساهمات فى صناديق المعاشات,6,21430200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مساعدات إجتماعية / مساهمات فى صناديق المعاشات
21430202,مساعدات اجتماعية عينية,6,21430200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مساعدات إجتماعية / مساعدات اجتماعية عينية
21430203,مساعدات اجتماعية نقدية,6,21430200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مساعدات إجتماعية / مساعدات اجتماعية نقدية
21430300,نفقات خدمية لغير العاملين,5,21430000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين
21430301,نفقات علاج موطنى جمهورية مصر العربية,6,21430300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين / نفقات علاج موطنى جمهورية مصر العربية
21430302,نفقات نشاط رياضى واجتماعى لغير العاملين,6,21430300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين / نفقات نشاط رياضى واجتماعى لغير العاملين
21430303,نفقات خدمات صحية لغير العاملين,6,21430300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين / نفقات خدمات صحية لغير العاملين
21430304,مكافآت لغير العاملين عن خدمات مؤداه,6,21430300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين / مكافآت لغير العاملين عن خدمات مؤداه
21430305,جوائز وأوسمة,6,21430300,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / نفقات خدمية لغير العاملين / جوائز وأوسمة
21430400,مزايا إجتماعية للعاملين,5,21430000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا إجتماعية للعاملين
21430401,نفقات دفن,6,21430400,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا إجتماعية للعاملين / نفقات دفن
21430402,نفقات محو الأمية,6,21430400,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا إجتماعية للعاملين / نفقات محو الأمية
21430403,مزايا اجتماعية للعاملين عينية,6,21430400,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا إجتماعية للعاملين / مزايا اجتماعية للعاملين عينية
21430404,أخرى,6,21430400,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / مزايا اجتماعية / مزايا إجتماعية للعاملين / أخرى
21440000,الدعم والمنح الإجمالية والاحتياطيات العامة,4,21400000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة
21440100,الدعم والمنح الإجمالية,5,21440000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / الدعم والمنح الإجمالية
21440101,دعم ومنح إجمالية مدرجة بموازنات الجهات,6,21440100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / الدعم والمنح الإجمالية / دعم ومنح إجمالية مدرجة بموازنات الجهات
21440102,اعتمادات دعم ومنح للحسابات والصناديق الخاصة,6,21440100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / الدعم والمنح الإجمالية / اعتمادات دعم ومنح للحسابات والصناديق الخاصة
21440200,المتطلبات الإضافية للدعم والمنح,5,21440000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للدعم والمنح
21440201,احتياطيات عامة للدعم والمنح,6,21440200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للدعم والمنح / احتياطيات عامة للدعم والمنح
21440202,المتطلبات الإضافية الأخرى للدعم والمنح,6,21440200,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للدعم والمنح / المتطلبات الإضافية الأخرى للدعم والمنح
21450000,الدعم والمنح والمزايا الاجتماعية المستبعدة,4,21400000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح والمزايا الاجتماعية المستبعدة
21450100,الدعم والمنح مستبعدة بالتحصيل من شراء الأصول غير المالية,5,21450000,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح والمزايا الاجتماعية المستبعدة / الدعم والمنح مستبعدة بالتحصيل من شراء الأصول غير المالية
21450101,الدعم والمنح مستبعدة من مصادر أخرى,6,21450100,expense,لإستخدامات / المصروفات / الدعم والمنح والمزايا الاجتماعية / الدعم والمنح والمزايا الاجتماعية المستبعدة / الدعم والمنح مستبعدة بالتحصيل من شراء الأصول غير المالية / الدعم والمنح مستبعدة من مصادر أخرى
21500000,المصروفات الأخرى,3,21000000,expense,لإستخدامات / المصروفات / المصروفات الأخرى
21510000,جارية,4,21500000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية
21510100,ضرائب ورسوم,5,21510000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم
21510101,الضرائب الجمركية,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / الضرائب الجمركية
21510102,ضريبة المبيعات,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / ضريبة المبيعات
21510103,رسوم تنمية الموارد,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / رسوم تنمية الموارد
21510104,رسوم تراخيص السيارات,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / رسوم تراخيص السيارات
21510105,رسوم فحص العينات,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / رسوم فحص العينات
21510106,ضرائب عقارية,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / ضرائب عقارية
21510107,رسوم تسجيل,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / رسوم تسجيل
21510108,عمولات أو مصاريف نقل الملكية,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / عمولات أو مصاريف نقل الملكية
21510109,أخرى,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / أخرى
21510110,مقابل الاعفاءات الضريبية,6,21510100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / ضرائب ورسوم / مقابل الاعفاءات الضريبية
21510200,اشتراكات,5,21510000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / اشتراكات
21510201,فى هيئات محلية,6,21510200,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / اشتراكات / فى هيئات محلية
21510202,فى هيئات دولية,6,21510200,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / اشتراكات / فى هيئات دولية
21510300,متنوعة,5,21510000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / متنوعة
21510301,تعويضات وغرامات,6,21510300,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / متنوعة / تعويضات وغرامات
21510302,نفقات رأسمالية متنوعة,6,21510300,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / متنوعة / نفقات رأسمالية متنوعة
21510303,فائض مرحل,6,21510300,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / متنوعة / فائض مرحل
21510304,تحويلات جارية وتخصيصية أخرى,6,21510300,expense,لإستخدامات / المصروفات / المصروفات الأخرى / جارية / متنوعة / تحويلات جارية وتخصيصية أخرى
21520000,المصروفات الأخرى الإجمالية والاحتياطيات العامة,4,21500000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة
21520100,المصروفات الأخرى الإجمالية,5,21520000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المصروفات الأخرى الإجمالية
21520101,ق.م,6,21520100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المصروفات الأخرى الإجمالية / ق.م
21520102,مصروفات أخرى إجمالية مدرجة بموازنات الجهات,6,21520100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المصروفات الأخرى الإجمالية / مصروفات أخرى إجمالية مدرجة بموازنات الجهات
21520103,اعتمادات مصروفات أخرى للحسابات والصناديق الخاصة,6,21520100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المصروفات الأخرى الإجمالية / اعتمادات مصروفات أخرى للحسابات والصناديق الخاصة
21520200,المتطلبات الإضافية للمصروفات الأخرى,5,21520000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للمصروفات الأخرى
21520201,احتياطيات عامة للمصروفات الأخرى,6,21520200,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للمصروفات الأخرى / احتياطيات عامة للمصروفات الأخرى
21520202,المتطلبات الإضافية الأخرى للمصروفات الأخرى,6,21520200,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى الإجمالية والاحتياطيات العامة / المتطلبات الإضافية للمصروفات الأخرى / المتطلبات الإضافية الأخرى للمصروفات الأخرى
21530000,المصروفات الأخرى المستبعدة,4,21500000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى المستبعدة
21530100,المصروفات الأخرى مستبعدة بالتحصيل من شراء الأصول غير المالية,5,21530000,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى المستبعدة / المصروفات الأخرى مستبعدة بالتحصيل من شراء الأصول غير المالية
21530101,المصروفات الأخرى مستبعدة من مصادر أخرى,6,21530100,expense,لإستخدامات / المصروفات / المصروفات الأخرى / المصروفات الأخرى المستبعدة / المصروفات الأخرى مستبعدة بالتحصيل من شراء الأصول غير المالية / المصروفات الأخرى مستبعدة من مصادر أخرى
21600000,راء الاصول غير المالية ( الأستثمارات),3,21000000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات)
21610000,الأصول الثابتة,4,21600000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة
21610100,استثمار مباشر,5,21610000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر
21610101,مبانى سكنية,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / مبانى سكنية
21610102,مبانى غير سكنية,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / مبانى غير سكنية
21610103,تشييدات,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / تشييدات
21610104,وسائل نقل,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / وسائل نقل
21610105,وسائل انتقال,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / وسائل انتقال
21610106,آلات ومعدات,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / آلات ومعدات
21610107,عدد وأدوات,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / عدد وأدوات
21610108,تجهيزات,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / تجهيزات
21610109,ثروة حيوانية ومائية (أصول زراعية),6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / ثروة حيوانية ومائية (أصول زراعية)
21610110,الات ومعدات طبية,6,21610100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / استثمار مباشر / الات ومعدات طبية
21610200,نفقات ايرادية مؤجلة (تشغيل),5,21610000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل)
21610201,مبانى سكنية,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / مبانى سكنية
21610202,مبانى غير سكنية,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / مبانى غير سكنية
21610203,تشييدات,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / تشييدات
21610204,وسائل نقل,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / وسائل نقل
21610205,وسائل انتقال,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / وسائل انتقال
21610206,آلات ومعدات,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / آلات ومعدات
21610207,عدد وأدوات,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / عدد وأدوات
21610208,تجهيزات,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / تجهيزات
21610209,ثروة حيوانية ومائية (أصول زراعية),6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / ثروة حيوانية ومائية (أصول زراعية)
21610210,الات ومعدات طبية,6,21610200,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول الثابتة / نفقات ايرادية مؤجلة (تشغيل) / الات ومعدات طبية
21620000,الأصول غير المنتجة,4,21600000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول غير المنتجة
21620100,أصول طبيعية,5,21620000,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول غير المنتجة / أصول طبيعية
21620101,شراء أراضى,6,21620100,expense,لإستخدامات / المصروفات / راء الاصول غير المالية ( الأستثمارات) / الأصول غير المنتجة / أصول طبيعية / شراء أراضى
